"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.380053912E1,2.134614140E-1,-3.591012955E-1,-1.591138840E-1
1.380561563E1,3.337540627E-1,-3.934955597E-1,-1.037610769E-1
1.381067105E1,5.962909460E-1,-5.448694229E-1,-3.055644035E-2
1.381574651E1,8.336782455E-1,-6.790542603E-1,5.068516731E-2
1.382082198E1,9.816813469E-1,-7.626113892E-1,1.761111021E-1
1.382589745E1,1.037972093E0,-8.435144424E-1,3.772115707E-1
1.383095745E1,1.021427155E0,-9.697599411E-1,5.542986393E-1
1.383601745E1,1.049281359E0,-1.076783180E0,6.218401194E-1
1.384107745E1,1.004070640E0,-1.183791161E0,6.041531563E-1
1.384613745E1,8.592944741E-1,-1.247692108E0,5.059238672E-1
1.385119745E1,7.629815340E-1,-1.268464088E0,3.626284599E-1
1.385625745E1,6.766986251E-1,-1.284468651E0,2.797544003E-1
1.386131745E1,4.327338338E-1,-1.197681427E0,2.312515974E-1
1.386637745E1,2.677571476E-1,-1.146979332E0,1.259920597E-1
1.387143745E1,2.486007512E-1,-1.199258804E0,-7.543206215E-3
1.387649745E1,3.108151555E-1,-1.227513313E0,-1.410377026E-1
1.388155745E1,2.654962540E-1,-1.215016365E0,-1.859790087E-1
1.388661745E1,1.992918253E-1,-1.154654503E0,-1.997562647E-1
1.389167745E1,2.005887926E-1,-1.216297150E0,-2.186528444E-1
1.389673745E1,2.717709541E-1,-1.318381310E0,-2.095296383E-1
1.390179745E1,1.451295167E-1,-1.353199005E0,-2.297350168E-1
1.390685745E1,-4.785260558E-2,-1.342332840E0,-2.100739479E-1
1.391191745E1,-1.279034019E-1,-1.352805138E0,-1.842583418E-1
1.391697745E1,-1.841176748E-1,-1.396553993E0,-1.882272959E-1
1.392203745E1,-3.126893044E-1,-1.447128296E0,-1.675232649E-1
1.392709745E1,-3.294380605E-1,-1.523634434E0,-1.225304604E-2
1.393215745E1,-3.323973417E-1,-1.523139000E0,1.553288698E-1
1.393721745E1,-4.653836489E-1,-1.601307392E0,4.049006701E-1
1.394227745E1,-5.299806595E-1,-1.621796608E0,6.987472773E-1
1.394733745E1,-6.005207300E-1,-1.613508224E0,9.752607346E-1
1.395239745E1,-7.035095692E-1,-1.576653957E0,1.177926898E0
1.395745745E1,-7.647914886E-1,-1.511335373E0,1.283203363E0
1.396251745E1,-8.271952868E-1,-1.436772346E0,1.365647316E0
1.396757745E1,-9.266418219E-1,-1.345869064E0,1.459077597E0
1.397263745E1,-1.130054951E0,-1.276972771E0,1.487126589E0
1.397769745E1,-1.267580748E0,-1.155889511E0,1.454586148E0
1.398275745E1,-1.389797449E0,-1.028205872E0,1.443096757E0
1.398781745E1,-1.470367432E0,-9.059209824E-1,1.392946720E0
1.399287745E1,-1.514057875E0,-7.985124588E-1,1.330064654E0
1.399793745E1,-1.461249709E0,-7.059612274E-1,1.347723603E0
1.400299745E1,-1.409854412E0,-5.732269287E-1,1.426773310E0
1.400805745E1,-1.371904135E0,-4.338836670E-1,1.500280142E0
1.401311745E1,-1.297043562E0,-3.477458954E-1,1.486906648E0
1.401817745E1,-1.206800103E0,-2.956142426E-1,1.449038148E0
1.402323745E1,-1.113196135E0,-2.510871887E-1,1.381730556E0
1.402829745E1,-1.049570560E0,-1.782007217E-1,1.358906627E0
1.403335745E1,-9.822760820E-1,-1.080951691E-1,1.335126281E0
1.403841745E1,-9.136254191E-1,9.494781494E-3,1.238578916E0
1.404347745E1,-8.460410833E-1,1.099510193E-1,1.126605392E0
1.404853745E1,-7.365059257E-1,1.814107895E-1,9.916952848E-1
1.405359745E1,-6.493858099E-1,3.029155731E-1,8.265160322E-1
1.405865745E1,-5.916671753E-1,3.716115952E-1,7.503453493E-1
1.406371745E1,-5.369720459E-1,5.001058578E-1,7.315255404E-1
1.406877745E1,-4.802644849E-1,6.739149094E-1,7.415926456E-1
1.407383745E1,-4.621694088E-1,7.637586594E-1,7.567549944E-1
1.407889745E1,-4.611560702E-1,8.199472427E-1,7.915576696E-1
1.408395745E1,-4.602841735E-1,8.951025009E-1,7.841166258E-1
1.408901745E1,-4.980282784E-1,9.748249054E-1,7.250208855E-1
1.409407745E1,-5.864442587E-1,9.873275757E-1,6.670225859E-1
1.409913745E1,-6.324261427E-1,9.876966476E-1,5.983387232E-1
1.410419745E1,-6.553665996E-1,1.062090874E0,5.189578533E-1
1.410925745E1,-6.627583504E-1,1.102758408E0,4.193794727E-1
1.411431745E1,-5.992879272E-1,1.112166405E0,2.803896666E-1
1.411937745E1,-5.227197409E-1,1.143114090E0,1.492793560E-1
1.412443745E1,-3.801688552E-1,1.145361900E0,7.378697395E-2
1.412949745E1,-2.718602121E-1,1.219485283E0,4.641032219E-2
1.413455745E1,-2.166006565E-1,1.312729836E0,5.063533783E-3
1.413961745E1,-1.593220532E-1,1.362881660E0,-9.813404083E-2
1.414467745E1,-1.165441498E-1,1.389181137E0,-2.155263424E-1
1.414973745E1,-1.863975823E-2,1.358222961E0,-3.331321478E-1
1.415479745E1,4.338333011E-2,1.296459198E0,-3.508721590E-1
1.415985745E1,-3.087982535E-2,1.371449471E0,-3.601188660E-1
1.416491745E1,-1.576918364E-1,1.403523445E0,-4.107728004E-1
1.416997745E1,-2.466083467E-1,1.426244736E0,-5.626029372E-1
1.417503745E1,-3.648879826E-1,1.487553596E0,-7.130563259E-1
1.418009745E1,-5.223144293E-1,1.654480934E0,-6.784354448E-1
1.418515745E1,-5.055011511E-1,1.637355804E0,-4.994586706E-1
1.419021745E1,-4.086860716E-1,1.213768005E0,-9.359927177E-1
1.419527745E1,-2.896117568E-1,1.073502541E0,-1.127389908E0
1.420033745E1,-4.180576205E-1,1.307367325E0,-1.066226959E0
1.420539745E1,-7.552785277E-1,1.642054558E0,-8.359646797E-1
1.421045745E1,-1.009660482E0,1.864326477E0,-7.990196347E-1
1.421551745E1,-9.501485825E-1,1.881098747E0,-9.360852242E-1
1.422057745E1,-7.082601190E-1,1.848274231E0,-1.020604372E0
1.422563745E1,-4.672178030E-1,1.883171082E0,-9.025121331E-1
1.423069745E1,-3.024754822E-1,1.909124374E0,-6.661387086E-1
1.423575745E1,-1.439555287E-1,1.911725998E0,-3.880798817E-1
1.424081745E1,8.770006895E-2,1.847850800E0,-5.364859104E-2
1.424587745E1,4.045742750E-1,1.734241486E0,3.638440371E-1
1.425093745E1,6.969605684E-1,1.649866104E0,6.729145050E-1
1.425599745E1,9.129641652E-1,1.446209908E0,9.937568903E-1
1.426105745E1,1.189345956E0,1.302765846E0,1.362601280E0
1.426611745E1,1.478528500E0,1.176227570E0,1.677206516E0
1.427117745E1,1.675512314E0,9.683723450E-1,1.918888688E0
1.427623745E1,1.871675014E0,7.437658310E-1,2.097780228E0
1.428129745E1,1.961892486E0,5.214967728E-1,2.273956299E0
1.428635745E1,1.955886364E0,2.751502991E-1,2.426320076E0
1.429141745E1,1.831919551E0,2.389049530E-2,2.507181883E0
1.429647745E1,1.606197000E0,-1.700391769E-1,2.538353920E0
1.430153745E1,1.412024617E0,-3.473529816E-1,2.541697502E0
1.430659745E1,1.260488510E0,-5.607185364E-1,2.541693687E0
1.431165745E1,1.093467474E0,-8.412218094E-1,2.481405735E0
1.431671745E1,9.323495626E-1,-1.007002831E0,2.401877880E0
1.432177745E1,8.247349262E-1,-1.077441216E0,2.330013990E0
1.432683745E1,7.487819195E-1,-1.148500443E0,2.211576223E0
1.433189745E1,7.542915344E-1,-1.244195938E0,2.023284912E0
1.433695745E1,7.264794111E-1,-1.280885696E0,1.789642692E0
1.434201745E1,7.083289623E-1,-1.318475723E0,1.501266956E0
1.434707745E1,6.972825527E-1,-1.395237923E0,1.072123766E0
1.435213745E1,6.429044008E-1,-1.470258713E0,6.187955141E-1
1.435719745E1,5.330735445E-1,-1.519352913E0,1.616698503E-1
1.436225745E1,4.198324680E-1,-1.539885521E0,-2.739242315E-1
1.436731745E1,3.960335255E-1,-1.502936363E0,-6.196266413E-1
1.437237745E1,4.757378101E-1,-1.547154903E0,-8.644513488E-1
1.437743745E1,6.086114645E-1,-1.593384743E0,-1.006699324E0
1.438249745E1,7.231383920E-1,-1.605731487E0,-1.104131579E0
1.438755745E1,6.594570279E-1,-1.256533623E0,-6.327260733E-1
1.439261745E1,8.865325451E-1,-1.489133835E0,-6.779793501E-1
1.439767745E1,1.159173965E0,-1.850586414E0,-1.270034909E0
1.440273745E1,1.475853205E0,-1.854725361E0,-1.355423450E0
1.440779745E1,1.519446969E0,-1.530681133E0,-1.222729087E0
1.441285745E1,1.374051571E0,-1.297693253E0,-1.196879148E0
1.441791745E1,1.273993373E0,-1.191552162E0,-1.220001578E0
1.442297745E1,1.276762962E0,-1.063746452E0,-1.263541341E0
1.442803745E1,1.325163484E0,-9.645118713E-1,-1.292016745E0
1.443309745E1,1.450499892E0,-8.339910507E-1,-1.336786032E0
1.443815745E1,1.418574691E0,-6.530265808E-1,-1.233339429E0
1.444321745E1,1.400545478E0,-4.888248444E-1,-9.243132472E-1
1.444827745E1,1.453540325E0,-8.367624283E-1,-1.234366775E0
1.445333745E1,1.610566735E0,-9.830007553E-1,-1.529760957E0
1.445839745E1,1.718485355E0,-9.873313904E-1,-1.592026711E0
1.446345745E1,1.665392995E0,-8.713159561E-1,-1.496726513E0
1.446851745E1,1.590579033E0,-8.050804138E-1,-1.265075088E0
1.447357745E1,1.599078536E0,-8.316707611E-1,-1.023473978E0
1.447863745E1,1.695313454E0,-9.318523407E-1,-8.552100062E-1
1.448369745E1,1.704670906E0,-1.105614662E0,-6.113303900E-1
1.448875745E1,1.665661097E0,-1.223748207E0,-4.086359739E-1
1.449381745E1,1.518298984E0,-1.236163139E0,-2.702687979E-1
1.449887745E1,1.333759546E0,-1.341509819E0,-2.341556549E-1
1.450393745E1,1.192901731E0,-1.498981476E0,-2.209235430E-1
1.450899745E1,1.135911703E0,-1.519515038E0,-1.464207172E-1
1.451405745E1,1.110026121E0,-1.633015633E0,-5.108606815E-2
1.451911745E1,1.024238467E0,-1.674404621E0,-5.394756794E-2
1.452417745E1,8.619489670E-1,-1.686847687E0,-6.633317471E-2
1.452923745E1,7.520635724E-1,-1.699184418E0,-1.378834248E-1
1.453429745E1,7.205803394E-1,-1.730615139E0,-2.658033371E-1
1.453935745E1,6.216630936E-1,-1.733400345E0,-3.036473989E-1
1.454687094E1,8.243043423E-1,-1.441015244E0,-2.944078445E-1
1.455194865E1,1.421125889E0,-1.559302807E0,6.253578663E-1
1.455702631E1,2.106718063E0,-2.166869640E0,3.260299921E0
1.456208563E1,2.439371109E0,-2.346261024E0,5.579254150E0
1.456716240E1,1.815408707E0,-1.713666916E0,4.211866856E0
1.457223917E1,1.042896986E0,-1.412424564E0,2.239752769E0
1.457731589E1,8.156944513E-1,-1.706196785E0,2.178047895E0
1.458239146E1,8.451904655E-1,-1.543468952E0,2.099313974E0
1.458746813E1,2.253532410E-2,-1.373946667E0,4.437060356E-1
1.459254485E1,-9.396860600E-1,-9.095125198E-1,-1.371762753E0
1.459762157E1,-1.368819475E0,-7.670011520E-1,-2.689222336E0
1.460270230E1,-1.065767288E0,-8.713035583E-1,-3.733787060E0
1.460777922E1,-5.419862270E-1,-9.586515427E-1,-4.172698975E0
1.461285615E1,5.109685659E-2,-8.787593842E-1,-4.070269585E0
1.461793308E1,4.231198430E-1,-8.957443237E-1,-3.572903633E0
1.462300646E1,5.228548050E-1,-5.460252762E-1,-2.903421164E0
1.462808318E1,9.727116823E-1,-3.474369049E-1,-2.236504555E0
1.463315990E1,1.478136182E0,-2.212085724E-1,-1.924691796E0
1.463823667E1,1.767522335E0,-3.253269196E-1,-1.873998046E0
1.464331235E1,2.187106371E0,-1.306056976E-1,-1.417889833E0
1.464838901E1,2.480560303E0,1.756420135E-1,-1.153585792E0
1.465346568E1,2.282006741E0,1.386919022E-1,-1.126313210E0
1.465854240E1,2.568847656E0,1.850633621E-1,-1.136094809E0
1.466361928E1,4.200892448E0,3.192586899E-1,-3.813947439E-1
1.466869594E1,4.840705395E0,9.754562378E-1,-4.464077950E-2
1.467377261E1,4.457081795E0,1.413704872E0,-4.272580147E-1
1.467884933E1,3.968325138E0,1.553389549E0,-1.537427902E-1
1.468393016E1,3.419134617E0,1.684337616E0,-1.094012260E-1
1.468900709E1,2.813358545E0,1.574616432E0,-2.531393766E-1
1.469408401E1,2.122748852E0,1.526420593E0,-7.346141338E-2
1.469916089E1,1.419812679E0,1.410778046E0,-8.545303345E-2
1.470424084E1,7.986815572E-1,1.022496223E0,-1.657823324E-1
1.470931787E1,2.341514230E-1,6.923990250E-1,-4.587854147E-1
1.471439495E1,-2.669789195E-1,4.086313248E-1,-6.252238750E-1
1.471947198E1,-5.706555247E-1,2.287511826E-1,-5.395350456E-1
1.472455558E1,-7.135317922E-1,4.265308380E-2,-4.487520456E-1
1.472963297E1,-7.889380455E-1,8.453083038E-2,-4.641735554E-1
1.473471037E1,-8.245477080E-1,2.319784164E-1,-7.373619080E-2
1.473978771E1,-4.949054718E-1,4.006757736E-1,-8.926033974E-2
1.474485011E1,-5.479703546E-1,6.382904053E-1,1.694558859E-1
1.474992672E1,-7.152527571E-1,8.705005646E-1,8.005641699E-1
1.475500334E1,-7.733159661E-1,7.286233902E-1,6.955896616E-1
1.476008000E1,-9.187753201E-1,5.243034363E-1,7.640964985E-1
1.476516214E1,-1.111043453E0,3.366012573E-1,6.494926214E-1
1.477023907E1,-1.092953920E0,1.705160141E-1,6.553354263E-1
1.477531599E1,-1.063175201E0,2.223529816E-1,6.778606176E-1
1.478039287E1,-1.049689770E0,2.524852753E-1,5.260488987E-1
1.478547063E1,-9.075909853E-1,2.705659866E-1,-1.092814207E-1
1.479054761E1,-7.114608288E-1,1.860837936E-1,-6.147856712E-1
1.479562454E1,-3.372414112E-1,1.740255356E-1,-8.100266457E-1
1.480070151E1,4.745569229E-1,1.696033478E-1,-8.151886463E-1
1.480576151E1,1.055266023E0,2.467498779E-1,-1.003321409E0
1.481082151E1,1.171821713E0,4.338302612E-1,-1.095622063E0
1.481588151E1,1.052507401E0,5.798912048E-1,-9.960799217E-1
1.482094151E1,9.722288847E-1,1.005597115E0,-1.168779254E0
1.482600151E1,1.193218470E0,1.495396614E0,-1.537123799E0
1.483106151E1,1.641009808E0,1.848376274E0,-1.807656050E0
1.483612151E1,1.704094172E0,2.076656342E0,-1.517041087E0
1.484118151E1,1.335319638E0,2.091813087E0,-1.213496447E0
1.484624151E1,1.018969417E0,1.934945107E0,-1.203461885E0
1.485130151E1,8.775422573E-1,1.654316902E0,-1.269685268E0
1.485636151E1,8.078788519E-1,1.422338486E0,-1.407466650E0
1.486142151E1,7.746090889E-1,1.310684204E0,-1.394469023E0
1.486648151E1,5.961587429E-1,1.297569275E0,-1.029231071E0
1.487154151E1,3.127634525E-1,1.315777779E0,-7.246547341E-1
1.487660151E1,-4.054766893E-2,1.338906288E0,-7.929550409E-1
1.488166151E1,-3.646360636E-1,1.371833801E0,-1.083275914E0
1.488672151E1,-5.618185401E-1,1.426610947E0,-1.285581112E0
1.489178151E1,-6.968288422E-1,1.520049095E0,-1.432722449E0
1.489684151E1,-9.775955677E-1,1.690479279E0,-1.543705225E0
1.490190151E1,-1.262883902E0,1.890032768E0,-1.522264957E0
1.490696151E1,-1.485899448E0,2.087607384E0,-1.307540178E0
1.491202151E1,-1.663417220E0,2.235375404E0,-6.374919415E-1
1.491708151E1,-1.795130253E0,2.275936127E0,1.143677235E-1
1.492214151E1,-1.972174168E0,1.893585205E0,5.418911576E-1
1.492720151E1,-1.804975867E0,1.725348473E0,9.679219127E-1
1.493226151E1,-1.942940712E0,1.902564049E0,1.526107311E0
1.493732151E1,-2.040688276E0,2.194973946E0,1.692700386E0
1.494238151E1,-2.097244740E0,3.329727173E0,2.187782526E0
1.494744151E1,-1.715465307E0,2.257571220E0,2.570624352E0
1.495250151E1,-1.634475946E0,1.323376656E0,2.608558416E0
1.495756151E1,-1.411845326E0,1.098691940E0,2.496966839E0
1.496262151E1,-1.171455264E0,9.795227051E-1,2.287815332E0
1.496768151E1,-9.719890952E-1,7.933511734E-1,2.177835464E0
1.497274151E1,-7.673594952E-1,6.573944092E-1,2.100234032E0
1.497780151E1,-4.926728308E-1,5.643720627E-1,2.176890373E0
1.498286151E1,-3.538898528E-1,3.442440033E-1,2.128468513E0
1.498792151E1,-4.869511724E-1,1.286849976E-1,2.010353088E0
1.499298151E1,-5.665767193E-1,-2.006053925E-2,1.891537547E0
1.499804151E1,-5.190384388E-1,-1.402902603E-1,1.874284387E0
1.500310151E1,-5.238470435E-1,-1.745672226E-1,1.828688741E0
1.500816151E1,-6.671751738E-1,-1.540489197E-1,1.725612521E0
1.501322151E1,-8.513567448E-1,-1.050319672E-1,1.653095126E0
1.501828151E1,-1.007423401E0,-9.211158752E-2,1.536780596E0
1.502334151E1,-1.164272904E0,-8.414840698E-2,1.458177924E0
1.502840151E1,-1.262132645E0,2.631187439E-3,1.297395587E0
1.503346151E1,-1.353703976E0,1.418771744E-1,1.070747375E0
1.503852151E1,-1.402793884E0,2.139968872E-1,7.941844463E-1
1.504358151E1,-1.385848284E0,1.857395172E-1,4.881820679E-1
1.504864151E1,-1.469882250E0,9.555721283E-2,3.148893118E-1
1.505370151E1,-1.453637600E0,-5.880928040E-2,1.994820833E-1
1.505876151E1,-1.456653476E0,-3.131084442E-1,1.294108629E-1
1.506382151E1,-1.454835892E0,-4.829816818E-1,7.342779636E-2
1.506888151E1,-1.412130356E0,-6.570329666E-1,9.778738022E-3
1.507394151E1,-1.469245672E0,-8.759107590E-1,1.956951618E-2
1.507900151E1,-1.613750696E0,-1.103673935E0,2.031334639E-1
1.508406151E1,-1.649186373E0,-1.366635323E0,4.240233898E-1
1.508912151E1,-1.560911655E0,-1.585865021E0,6.515256166E-1
1.509418151E1,-1.356594682E0,-1.548457146E0,8.546205759E-1
1.509924151E1,-1.070626855E0,-1.371825218E0,1.023285389E0
1.510430151E1,-7.849358916E-1,-1.166067123E0,1.116433263E0
1.510936151E1,-6.378235817E-1,-1.010251045E0,1.084512472E0
1.511442151E1,-5.662233829E-1,-8.685674667E-1,1.081632853E0
1.511948151E1,-4.622319341E-1,-7.339897156E-1,1.175887585E0
1.512454151E1,-4.003607929E-1,-6.401205063E-1,1.226886988E0
1.512960151E1,-3.000720143E-1,-4.984645844E-1,1.312016249E0
1.513466151E1,-1.999994814E-1,-3.881177902E-1,1.276265502E0
1.513972151E1,-1.148900390E-1,-3.976097107E-1,1.277977943E0
1.514478151E1,-6.652390957E-2,-4.671297073E-1,1.207870007E0
1.514984151E1,-8.831191063E-2,-6.301527023E-1,1.023089886E0
1.515490151E1,-1.535992324E-1,-8.651771545E-1,8.726691008E-1
1.515996151E1,-2.497836649E-1,-1.095867157E0,7.386857271E-1
1.516502151E1,-2.110119760E-1,-1.377517700E0,6.363706589E-1
1.517008151E1,-9.686893225E-2,-1.676670551E0,5.012848377E-1
1.517514151E1,6.718873978E-3,-1.988614559E0,3.671957254E-1
1.518020151E1,6.872147322E-2,-2.296515465E0,1.857967377E-1
1.518526151E1,2.426462770E-1,-2.585978985E0,5.488085747E-2
1.519032151E1,2.340593934E-1,-2.739699841E0,-2.607870102E-2
1.519538151E1,2.650735378E-1,-2.925103188E0,-2.541736364E-1
1.520044151E1,5.292788148E-1,-3.043785095E0,-2.141827345E-1
1.520550151E1,5.290695429E-1,-3.136361599E0,-5.029388666E-1
1.521056151E1,5.878317952E-1,-3.073378086E0,-7.386926413E-1
1.521562151E1,5.255795717E-1,-2.835537910E0,-8.824608326E-1
1.522068151E1,3.849692345E-1,-2.654727936E0,-9.793641567E-1
1.522574151E1,2.570751309E-1,-2.439825058E0,-9.943280816E-1
1.523080151E1,9.435582161E-2,-2.212512016E0,-9.652834535E-1
1.523586151E1,-1.099168360E-1,-2.099912643E0,-1.055878282E0
1.524092151E1,-3.411577940E-1,-2.042405605E0,-1.206815481E0
1.524598151E1,-4.008883536E-1,-1.946803570E0,-1.323640585E0
1.525104151E1,-3.185927868E-1,-1.774955273E0,-1.346008539E0
1.525610151E1,-2.479801178E-1,-1.603433609E0,-1.417881250E0
1.526116151E1,-1.582367271E-1,-1.429830074E0,-1.472214937E0
1.526622151E1,-8.289489150E-2,-1.278083801E0,-1.470687866E0
1.527128151E1,-1.343560219E-1,-1.059676170E0,-1.530446649E0
1.527634151E1,-2.307512015E-1,-9.397029877E-1,-1.446077585E0
1.528140151E1,-3.964207768E-1,-8.151426315E-1,-1.468983889E0
1.528646151E1,-8.250418901E-1,-5.638532639E-1,-1.243221760E0
1.529152151E1,-1.100727916E0,-4.492254257E-1,-9.959789515E-1
1.529658151E1,-1.190456152E0,-3.180580139E-1,-7.985837460E-1
1.530164151E1,-1.161211610E0,-2.397441864E-1,-4.835879803E-1
1.530670151E1,-1.135298967E0,-1.352243423E-1,-2.451711893E-1
1.531176151E1,-1.156296492E0,-2.058029175E-3,-1.662409306E-2
1.531682151E1,-1.121367931E0,1.884698868E-1,1.132906675E-1
1.532188151E1,-1.047271490E0,4.148111343E-1,1.084694862E-1
1.532694151E1,-1.003027797E0,6.554412842E-1,-9.740591049E-3
1.533200151E1,-8.354096413E-1,7.619552612E-1,-1.261173487E-1
1.533706151E1,-5.687249303E-1,8.133020401E-1,-2.134391069E-1
1.534212151E1,-3.251069188E-1,7.832193375E-1,-3.386859894E-1
1.534718151E1,-2.240075916E-1,7.915058136E-1,-6.816607714E-1
1.535224151E1,-8.354415745E-2,7.305078506E-1,-5.653144121E-1
1.535730151E1,-2.573693544E-2,7.007284164E-1,-6.478270292E-1
1.536236151E1,-1.960022151E-1,5.442504883E-1,-6.754969358E-1
1.536742151E1,-4.579068124E-1,3.592948914E-1,-7.008688450E-1
1.537248151E1,-5.890207291E-1,1.316261292E-1,-4.684029818E-1
1.537754151E1,-5.702057481E-1,-2.384090424E-2,-1.268788576E-1
1.538260151E1,-6.000635624E-1,-3.077602386E-2,-1.470130682E-1
1.538766151E1,-6.519512534E-1,7.850646973E-3,-9.342503548E-2
1.539272151E1,-5.532494187E-1,1.535320282E-2,6.522774696E-2
1.539778151E1,-4.038028717E-1,1.782703400E-1,9.492921829E-2
1.540284151E1,-4.876221716E-1,2.524871826E-1,1.602832079E-1
1.540790151E1,-6.972914934E-1,2.094678879E-1,1.078138351E-1
1.541296151E1,-7.554321885E-1,3.245334625E-1,2.772383690E-1
1.541802151E1,-5.808697939E-1,4.180459976E-1,4.122873545E-1
1.542308151E1,-4.030987024E-1,5.857305527E-1,3.838305473E-1
1.542814151E1,-2.554197609E-1,7.772426605E-1,5.318461657E-1
1.543320151E1,-1.955731958E-1,7.962379456E-1,4.524899721E-1
1.543826151E1,-2.141118348E-1,9.802875519E-1,4.283080101E-1
1.544332151E1,-3.329761028E-1,9.367923737E-1,4.187024832E-1
1.544838151E1,-5.806565285E-1,8.694314957E-1,3.373432159E-1
1.545344151E1,-8.134265542E-1,8.283681870E-1,6.083681583E-1
1.545850151E1,-9.167556763E-1,8.851089478E-1,7.612242699E-1
1.546356151E1,-1.007968903E0,1.158813477E0,8.791687489E-1
1.546862151E1,-9.484069347E-1,1.368947983E0,9.209448099E-1
1.547368151E1,-8.034942150E-1,1.615955353E0,8.275198936E-1
1.547874151E1,-6.504738927E-1,1.823316574E0,7.183421850E-1
1.548380151E1,-5.400497913E-1,2.096584320E0,4.488043785E-1
1.548886151E1,-4.698542953E-1,2.335365295E0,1.523166895E-1
1.549392151E1,-2.750073969E-1,2.525564194E0,-3.573143482E-2
1.549898151E1,2.047010511E-2,2.600267410E0,-2.661305666E-1
1.550404151E1,2.229063958E-1,2.724864960E0,-5.802391768E-1
1.550910151E1,4.228855371E-1,2.995223045E0,-9.767620564E-1
1.551416151E1,4.550694823E-1,2.952088356E0,-1.342394710E0
1.551922151E1,4.228153825E-1,2.895205498E0,-1.597633958E0
1.552428151E1,3.553790748E-1,2.985004425E0,-1.762600899E0
1.553178974E1,3.176050484E-1,3.061517715E0,-1.870782375E0
1.553685230E1,4.580607116E-1,3.004302025E0,-1.830640674E0
1.554192896E1,1.854699254E-1,3.046201706E0,-1.657409668E0
1.554700553E1,-1.356856078E-1,3.012427330E0,-1.492551565E0
1.555208219E1,-6.134320423E-2,2.998551369E0,-1.454391837E0
1.555716063E1,-1.235767305E-1,2.923111916E0,-1.336422563E0
1.556223735E1,-1.307213455E-1,2.869829178E0,-1.128567100E0
1.556731401E1,-2.373176813E-2,2.802719116E0,-9.212877750E-1
1.557239079E1,3.277923465E-1,2.456248283E0,-8.795780540E-1
1.557746579E1,5.402929783E-1,1.783011436E0,-8.792718649E-1
1.558254245E1,6.991441250E-1,1.379325867E0,-7.444977164E-1
1.558761907E1,1.084262609E0,1.072587013E0,-5.235012174E-1
1.559269573E1,1.471558809E0,9.104652405E-1,-3.190019131E-1
1.559777891E1,1.609871268E0,7.418813705E-1,-6.283891201E-2
1.560285589E1,1.638064146E0,6.552286148E-1,3.391922712E-1
1.560793287E1,1.778778911E0,6.024608612E-1,7.774701118E-1
1.561300980E1,1.895226002E0,5.833272934E-1,1.157585263E0
1.561807938E1,1.998805881E0,4.492425919E-1,1.715402603E0
1.562315594E1,1.874178290E0,2.673377991E-1,1.828584909E0
1.562823256E1,1.911952019E0,1.476898193E-1,2.270503283E0
1.563330917E1,1.943820715E0,3.917694092E-3,2.362323523E0
1.563839224E1,1.785323024E0,-2.310810089E-1,2.519086838E0
1.564346917E1,1.355250120E0,-4.401464462E-1,2.318161488E0
1.564854610E1,1.149896145E0,-8.648405075E-1,2.814149618E0
1.565362303E1,2.082562923E0,-7.637338638E-1,3.048914671E0
1.565871349E1,1.830625057E0,-6.958036423E-1,2.401725769E0
1.566379105E1,1.598139286E0,-9.238595963E-1,2.018751621E0
1.566886870E1,1.557700157E0,-1.226854324E0,1.948731184E0
1.567394625E1,6.665660143E-1,-1.685714245E0,7.253224850E-1
1.567901454E1,2.099931002E0,-1.545942783E0,1.780649424E0
1.568409162E1,2.066799164E0,-8.401174545E-1,1.313205242E0
1.568916875E1,1.518013477E0,-1.116897583E0,6.405459642E-1
1.569424589E1,1.746547699E0,-1.489329815E0,8.160490990E-1
1.569931011E1,1.627517104E0,-1.543226719E0,7.754207850E-1
1.570438662E1,1.422501683E0,-1.482261658E0,5.327620506E-1
1.570946308E1,1.500442505E0,-1.442915916E0,4.947873354E-1
1.571453959E1,1.433358669E0,-1.413258553E0,4.269713163E-1
1.571962188E1,1.542507291E0,-1.340692520E0,4.061108828E-1
1.572469865E1,1.481284976E0,-1.244435310E0,3.197069168E-1
1.572977542E1,9.649578333E-1,-1.559817314E0,2.116584778E-2
1.573485219E1,8.079814911E-1,-1.805166721E0,9.360027313E-2
1.573994730E1,6.916122437E-1,-1.659892559E0,2.105815411E-1
1.574502506E1,4.512517452E-1,-1.524041653E0,2.210085392E-1
1.575010271E1,3.579214811E-1,-1.282826424E0,3.356678486E-1
1.575518042E1,8.402389288E-2,-1.510643005E0,2.340197563E-1
1.576023855E1,-6.040704250E-2,-1.843110085E0,1.741907597E-1
1.576531526E1,-1.241899133E-1,-1.849389553E0,2.325642109E-1
1.577039198E1,-2.722023129E-1,-1.742798805E0,1.931017637E-1
1.577546870E1,-3.225645721E-1,-1.743539810E0,1.150877476E-1
1.578054386E1,-2.971638143E-1,-1.846671104E0,2.698713541E-2
1.578562052E1,-1.864762902E-1,-1.913318634E0,-8.323311806E-2
1.579069719E1,-1.910799742E-2,-1.914865494E0,-1.604231000E-1
1.579577381E1,8.574539423E-2,-1.918411732E0,-2.647607327E-1
1.580085662E1,1.260555387E-1,-1.995761871E0,-4.154798985E-1
1.580593360E1,1.598173976E-1,-2.005711079E0,-5.982724428E-1
