"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.579657797E2,-1.335789919E0,-2.843559742E0,-1.063856602E0
1.579708397E2,-1.302694082E0,-2.751161098E0,-1.138657689E0
1.579758997E2,-1.196516752E0,-2.677935123E0,-1.161309004E0
1.579809597E2,-1.017260194E0,-2.578395844E0,-1.146422625E0
1.579860197E2,-8.530650139E-1,-2.433460236E0,-1.129845262E0
1.579910797E2,-7.178445458E-1,-2.338910103E0,-1.130530596E0
1.579961397E2,-6.999089718E-1,-2.234884262E0,-1.205688238E0
1.580011997E2,-8.324761391E-1,-2.116599560E0,-1.298185945E0
1.580062597E2,-9.579663873E-1,-1.929016113E0,-1.388910294E0
1.580113197E2,-1.005313516E0,-1.760711670E0,-1.477666855E0
1.580163797E2,-1.017735958E0,-1.594900608E0,-1.531175494E0
1.580214397E2,-1.138768077E0,-1.321537971E0,-1.582610369E0
1.580264997E2,-1.378183842E0,-9.933643341E-1,-1.574712038E0
1.580315597E2,-1.540418148E0,-5.745315552E-1,-1.567024112E0
1.580366197E2,-1.573357701E0,-1.584568024E-1,-1.544710398E0
1.580416797E2,-1.393807411E0,1.998558044E-1,-1.469327807E0
1.580467397E2,-9.942830205E-1,6.009159088E-1,-1.347692966E0
1.580517997E2,-4.480203986E-1,1.051745415E0,-1.088164568E0
1.580568597E2,2.137440443E-2,1.523435593E0,-7.929967642E-1
1.580619197E2,2.836479545E-1,2.049327850E0,-5.595716238E-1
1.580669797E2,4.569727182E-1,2.516800880E0,-3.654484749E-1
1.580720397E2,5.133340359E-1,2.916281700E0,-1.886711121E-1
1.580770997E2,4.980955720E-1,3.283752441E0,-8.187407255E-2
1.580821597E2,4.421786666E-1,3.707783699E0,-4.246717691E-2
1.580872197E2,3.881300092E-1,4.071167946E0,-5.693113804E-2
1.580922797E2,4.021657705E-1,4.352562904E0,-6.634053588E-2
1.580973397E2,4.692121744E-1,4.590454102E0,-1.267360151E-1
1.581023997E2,6.037273407E-1,4.787337303E0,-1.433888376E-1
1.581074597E2,8.277483582E-1,4.873890877E0,-1.173422635E-1
1.581125197E2,9.603907466E-1,4.881303787E0,-1.352808177E-1
1.581175797E2,8.808747530E-1,4.828765869E0,-8.771866560E-2
1.581226397E2,4.464368224E-1,4.773741722E0,3.224581480E-2
1.581276997E2,-2.069752812E-1,4.680423737E0,1.308926046E-1
1.581327597E2,-8.325619698E-1,4.577699661E0,3.019911945E-1
1.581378197E2,-1.197879791E0,4.398705482E0,4.571129978E-1
1.581428797E2,-1.218566537E0,4.165129662E0,5.609484911E-1
1.581479397E2,-1.093956113E0,3.977520943E0,6.951981783E-1
1.581529997E2,-9.836616516E-1,3.814210892E0,9.009773731E-1
1.581580597E2,-1.003493309E0,3.744440079E0,1.121454477E0
1.581631197E2,-1.169091702E0,3.720182419E0,1.292216778E0
1.581681797E2,-1.458562136E0,3.772459984E0,1.439968348E0
1.581732397E2,-1.835663319E0,3.771972656E0,1.600690126E0
1.581782997E2,-2.398389578E0,3.790577888E0,1.651992798E0
1.581833597E2,-2.963551998E0,3.833121300E0,1.675066948E0
1.581884197E2,-3.290894985E0,3.854199409E0,1.765366554E0
1.581934797E2,-3.291075230E0,3.853919029E0,1.836334705E0
1.581985397E2,-2.960374832E0,3.794066429E0,1.885429621E0
1.582035997E2,-2.432788610E0,3.660343170E0,2.039382935E0
1.582086597E2,-1.891874552E0,3.663338661E0,2.221498489E0
1.582137197E2,-1.418472409E0,3.695199966E0,2.410247803E0
1.582212238E2,-9.550626278E-1,3.708356857E0,2.571616173E0
1.582262838E2,-5.243251920E-1,3.690210342E0,2.766234875E0
1.582313438E2,3.895944357E-2,3.638697624E0,2.957750320E0
1.582364038E2,5.681613088E-1,3.580121994E0,3.004758835E0
1.582414638E2,1.059316874E0,3.430708885E0,3.127337456E0
1.582465238E2,1.651998758E0,3.214441299E0,3.279797077E0
1.582515838E2,2.222918034E0,2.837997437E0,3.502821922E0
1.582566438E2,2.534096479E0,2.500036240E0,3.732325077E0
1.582617038E2,2.643979311E0,2.181292534E0,3.930595160E0
1.582667638E2,2.624705791E0,1.788403511E0,4.021610737E0
1.582718238E2,2.552967548E0,1.347768784E0,4.039465904E0
1.582768838E2,2.375848770E0,9.934616089E-1,4.029644012E0
1.582819438E2,2.176908016E0,6.560153961E-1,3.899347782E0
1.582870038E2,1.920125008E0,2.923746109E-1,3.708504915E0
1.582920638E2,1.489889383E0,-8.059406281E-2,3.437932253E0
1.582971238E2,9.863528013E-1,-4.484586716E-1,3.149785280E0
1.583021838E2,5.383077860E-1,-7.824573517E-1,2.843950272E0
1.583072438E2,9.206724167E-2,-1.104080200E0,2.503517866E0
1.583123038E2,-2.645293176E-1,-1.401321411E0,2.204983473E0
1.583173638E2,-5.008050799E-1,-1.662220001E0,1.981619120E0
1.583224238E2,-7.897326946E-1,-1.893962383E0,1.696857929E0
1.583274838E2,-1.043179750E0,-2.072637081E0,1.424783826E0
1.583325438E2,-1.270984173E0,-2.277253628E0,1.134257555E0
1.583376038E2,-1.456754208E0,-2.445566177E0,7.914649248E-1
1.583426638E2,-1.600704670E0,-2.536943913E0,4.773377478E-1
1.583477238E2,-1.638809443E0,-2.599323273E0,1.457424164E-1
1.583527838E2,-1.679117918E0,-2.534657955E0,-1.246268600E-1
1.583578438E2,-1.678525925E0,-2.386188507E0,-3.701500595E-1
1.583629038E2,-1.668354869E0,-2.302369595E0,-6.705351472E-1
1.583679638E2,-1.648675442E0,-2.244856358E0,-9.449315667E-1
1.583730238E2,-1.590924501E0,-2.208843708E0,-1.139286518E0
1.583780838E2,-1.440334320E0,-2.268480301E0,-1.218549728E0
1.583831438E2,-1.210994244E0,-2.335136414E0,-1.111506701E0
1.583882038E2,-9.696640968E-1,-2.370530128E0,-9.115893841E-1
1.583932638E2,-7.783381343E-1,-2.412971020E0,-7.117808461E-1
1.583983238E2,-5.672654510E-1,-2.476794720E0,-5.403770804E-1
1.584033838E2,-3.530374169E-1,-2.511710644E0,-3.755232096E-1
1.584084438E2,-2.358825952E-1,-2.594292164E0,-2.145734131E-1
1.584135038E2,-1.885859966E-1,-2.705335617E0,-2.834799886E-2
1.584185638E2,-2.014606297E-1,-2.835211754E0,1.237963885E-1
1.584236238E2,-2.888520062E-1,-2.940807343E0,2.901036143E-1
1.584286838E2,-3.623254299E-1,-3.096302986E0,4.400275052E-1
1.584337438E2,-4.124095440E-1,-3.280097961E0,5.957717896E-1
1.584388038E2,-4.772021770E-1,-3.391692638E0,7.319027781E-1
1.584438638E2,-4.566796422E-1,-3.450323582E0,8.131446838E-1
1.584489238E2,-3.482657969E-1,-3.489586830E0,8.712220788E-1
1.584539838E2,-2.258185446E-1,-3.538281441E0,9.501005411E-1
1.584590438E2,-9.359467030E-2,-3.498370171E0,1.014439344E0
1.584641038E2,2.484908700E-2,-3.453784943E0,1.065086484E0
1.584691638E2,2.848386765E-3,-3.430910110E0,1.066571474E0
1.584742238E2,-5.431395769E-2,-3.389100075E0,1.026494026E0
1.584792838E2,-9.455835819E-2,-3.294916153E0,9.524300694E-1
1.584843438E2,-1.253241599E-1,-3.227392673E0,8.945886493E-1
1.584894038E2,-4.105818272E-2,-3.186514378E0,7.761769295E-1
1.584944638E2,-3.320473433E-2,-3.064599514E0,5.158383846E-1
1.584995238E2,-1.691396683E-1,-2.902365208E0,3.020163178E-1
1.585045838E2,-2.578844428E-1,-2.745253563E0,6.933683157E-2
1.585096438E2,-2.254195064E-1,-2.626710415E0,-1.995009482E-1
1.585147038E2,-1.649692208E-1,-2.501204014E0,-4.116254151E-1
1.585197638E2,-1.622877717E-1,-2.378298283E0,-5.555335283E-1
1.585248238E2,-1.647222489E-1,-2.257945061E0,-6.678237915E-1
1.585298838E2,-1.338443011E-1,-2.137753010E0,-7.150092721E-1
1.585349438E2,-5.988052487E-2,-1.969888687E0,-6.970996261E-1
1.585400038E2,2.362757921E-2,-1.811844826E0,-6.498475075E-1
1.585450638E2,-9.510844946E-3,-1.591869831E0,-5.731255412E-1
1.585501238E2,-1.381715238E-1,-1.408136368E0,-5.622991323E-1
1.585551838E2,-1.541691273E-1,-1.234290123E0,-5.931345224E-1
1.585602438E2,-1.912556291E-1,-1.070329666E0,-6.464867592E-1
1.585653038E2,-3.140063584E-1,-8.898944855E-1,-6.820878386E-1
1.585703638E2,-5.105957389E-1,-6.690587997E-1,-6.809462309E-1
1.585754238E2,-6.615859270E-1,-4.389486313E-1,-6.576507092E-1
1.585804838E2,-7.362371683E-1,-2.785005569E-1,-6.913888454E-1
1.585855438E2,-7.610369921E-1,-1.397409439E-1,-7.706501484E-1
1.585906038E2,-7.791435719E-1,1.089286804E-2,-7.811533213E-1
1.585956638E2,-8.000385165E-1,1.470880508E-1,-7.186909914E-1
1.586007238E2,-8.954141140E-1,2.975826263E-1,-6.362663507E-1
1.586057838E2,-9.576111436E-1,4.264860153E-1,-5.748077631E-1
1.586108438E2,-9.987652898E-1,5.434093475E-1,-4.770424366E-1
1.586159038E2,-1.007046938E0,6.316165924E-1,-3.548465967E-1
1.586209638E2,-1.011192799E0,7.270317078E-1,-2.058489919E-1
1.586260238E2,-9.801274538E-1,8.033170700E-1,-4.660755396E-2
1.586310838E2,-9.354182482E-1,9.346437454E-1,1.184755564E-1
1.586361438E2,-7.937101126E-1,1.128122330E0,2.682479024E-1
1.586412038E2,-5.738687515E-1,1.338171959E0,4.319851995E-1
1.586462638E2,-3.712354600E-1,1.591021538E0,5.745505691E-1
1.586513238E2,-1.547192037E-1,1.958379745E0,6.699175239E-1
1.586563838E2,8.320170641E-2,2.272578239E0,7.210468650E-1
1.586614438E2,2.780198455E-1,2.591099739E0,7.111595869E-1
1.586665038E2,4.633895755E-1,2.973763466E0,7.357291579E-1
1.586715638E2,6.204000711E-1,3.372628212E0,8.496586084E-1
1.586766238E2,8.162245750E-1,3.703918457E0,9.620081186E-1
1.586816838E2,1.000697017E0,3.965325356E0,1.106123924E0
1.586867438E2,1.185942531E0,4.140168190E0,1.219915390E0
1.586918038E2,1.477326632E0,4.228531837E0,1.325234413E0
1.586968638E2,1.846197128E0,4.273561478E0,1.484527349E0
1.587019238E2,2.256925106E0,4.253736496E0,1.698073864E0
1.587069838E2,2.647736549E0,4.137969971E0,1.911360860E0
1.587120438E2,2.964051008E0,4.074667931E0,2.036359072E0
1.587171038E2,3.081942558E0,3.982353210E0,2.069343090E0
1.587221638E2,2.917910099E0,3.932827950E0,1.867526889E0
1.587272238E2,2.685039997E0,3.825602531E0,1.435940504E0
1.587322838E2,2.493313789E0,3.684753418E0,9.417535663E-1
1.587373438E2,2.344357967E0,3.603775978E0,5.536618233E-1
1.587424038E2,2.087236404E0,3.604210854E0,1.699495018E-1
1.587474638E2,1.829283953E0,3.566409111E0,-3.058216870E-1
1.587525238E2,1.627744913E0,3.478506088E0,-8.433285952E-1
1.587575838E2,1.286536574E0,3.381272316E0,-1.475189447E0
1.587626438E2,8.031613827E-1,3.289112091E0,-2.145566940E0
1.587677038E2,3.734332919E-1,3.170962334E0,-2.787185907E0
1.587727638E2,3.947383165E-2,3.065168381E0,-3.237062454E0
1.587778238E2,-2.761329710E-1,2.995651245E0,-3.523255825E0
1.587828838E2,-5.119902492E-1,2.957594872E0,-3.605966568E0
1.587879438E2,-6.305511594E-1,2.910312653E0,-3.481257439E0
1.587930038E2,-6.515600681E-1,2.861026764E0,-3.230361462E0
1.587980638E2,-5.108517408E-1,2.781082153E0,-3.000841856E0
1.588031238E2,-2.374704480E-1,2.732785225E0,-2.607836246E0
1.588081838E2,4.435777664E-2,2.685044289E0,-2.093464375E0
1.588132438E2,4.135614336E-1,2.774290085E0,-1.465976238E0
1.588183038E2,9.177745581E-1,2.940574646E0,-8.575674295E-1
1.588233638E2,1.751260281E0,3.078498840E0,-1.802307218E-1
1.588284238E2,2.941243649E0,3.216703415E0,4.552684128E-1
1.588334838E2,4.096858025E0,3.331078529E0,1.007576704E0
1.588385438E2,5.101264000E0,3.351990700E0,1.425837755E0
1.588436038E2,5.920910358E0,3.260180473E0,1.672739029E0
1.588486638E2,6.378273010E0,3.089081764E0,1.746524811E0
1.588537238E2,6.472370148E0,2.778857231E0,1.731245518E0
1.588587838E2,6.239445210E0,2.413411140E0,1.641078472E0
1.588638438E2,5.696074486E0,1.954551697E0,1.454614878E0
1.588689038E2,5.013743401E0,1.426421165E0,1.224289775E0
1.588739638E2,4.363722801E0,8.746547699E-1,1.048140049E0
1.588790238E2,3.763752937E0,2.587080002E-1,9.260300994E-1
1.588840838E2,3.114629269E0,-3.256015778E-1,8.151119351E-1
1.588891438E2,2.492185116E0,-8.687133789E-1,6.892484426E-1
1.588942038E2,1.952465177E0,-1.329976082E0,5.295041203E-1
1.588992638E2,1.408323884E0,-1.776453495E0,3.334722519E-1
1.589043238E2,9.618420005E-1,-2.155497074E0,1.296500564E-1
1.589093838E2,7.293360233E-1,-2.546148777E0,-1.274337173E-1
1.589144438E2,6.002082229E-1,-3.070382595E0,-4.453966320E-1
1.589195038E2,3.826421797E-1,-3.366697788E0,-6.934580207E-1
1.589245638E2,6.216380000E-2,-3.528639793E0,-8.868109584E-1
1.589296238E2,-1.776281446E-1,-3.759699345E0,-1.023830414E0
1.589346838E2,-3.374550641E-1,-3.930623531E0,-1.197989821E0
1.589397438E2,-2.936000228E-1,-4.003198624E0,-1.359500527E0
1.589448038E2,-1.651073694E-1,-4.238320827E0,-1.659548640E0
1.589498638E2,-5.046722889E-1,-4.492133141E0,-1.671183944E0
1.589549238E2,-7.293822169E-1,-4.372345448E0,-1.401248217E0
1.589599838E2,-6.792105436E-1,-4.255170822E0,-1.253350973E0
1.589650438E2,-4.805147648E-1,-4.339226723E0,-1.372825861E0
1.589701038E2,-2.213566750E-1,-4.303604603E0,-1.496806860E0
1.589751638E2,-4.694756866E-2,-4.129289627E0,-1.484290242E0
1.589826760E2,2.211456746E-2,-3.981956959E0,-1.440611959E0
1.589877525E2,2.208525687E-2,-3.867850780E0,-1.387802839E0
1.589928290E2,2.230028808E-2,-3.746711254E0,-1.359063625E0
1.589979055E2,3.942809626E-2,-3.697500229E0,-1.263381481E0
1.590029599E2,7.346999645E-2,-3.622027397E0,-1.127135515E0
1.590080352E2,1.316336691E-1,-3.501186848E0,-1.048319697E0
1.590131106E2,2.068991363E-1,-3.260869980E0,-9.262036681E-1
1.590181860E2,3.976145387E-1,-2.908408165E0,-9.400110245E-1
1.590232824E2,7.111088037E-1,-2.637710094E0,-1.070581436E0
1.590283588E2,8.853051662E-1,-2.472544193E0,-1.234637022E0
1.590334352E2,1.114833117E0,-2.273981094E0,-1.353728890E0
1.590385117E2,1.220781326E0,-2.156874180E0,-1.445147991E0
1.590435605E2,1.158434629E0,-2.042182446E0,-1.475488663E0
1.590486356E2,1.054564238E0,-1.937086582E0,-1.535835505E0
1.590537107E2,9.688666463E-1,-1.934876919E0,-1.571327806E0
1.590587857E2,9.727684855E-1,-1.925373077E0,-1.584447145E0
1.590638591E2,8.963518143E-1,-1.925324440E0,-1.594574451E0
1.590689341E2,8.092080951E-1,-1.910802364E0,-1.620881438E0
1.590740091E2,7.279778123E-1,-1.941648006E0,-1.651283264E0
1.590790841E2,6.118118167E-1,-1.955601215E0,-1.654647112E0
1.590841441E2,4.895390868E-1,-1.947907448E0,-1.638097048E0
1.590892041E2,3.512116969E-1,-1.959265709E0,-1.589572906E0
1.590942641E2,2.999233603E-1,-1.992053032E0,-1.611966968E0
1.590993241E2,2.113842666E-1,-1.993631363E0,-1.578049183E0
1.591043841E2,4.725629091E-2,-1.983179092E0,-1.526113272E0
1.591094441E2,-8.946374059E-2,-2.008573055E0,-1.508692503E0
1.591145041E2,-2.253045589E-1,-1.995604515E0,-1.417897820E0
1.591195641E2,-3.869639933E-1,-1.975441933E0,-1.265403986E0
1.591246241E2,-4.478363693E-1,-1.972023964E0,-1.163559318E0
1.591296841E2,-5.156968832E-1,-1.980567455E0,-1.073693037E0
1.591347441E2,-6.143897176E-1,-2.010647297E0,-1.031455517E0
1.591398041E2,-7.417422533E-1,-2.031121254E0,-9.579200745E-1
1.591448641E2,-8.788675666E-1,-1.998939991E0,-9.080309272E-1
1.591499241E2,-9.903141260E-1,-1.933314800E0,-9.724545479E-1
1.591549841E2,-9.998347163E-1,-1.872537136E0,-1.108268738E0
1.591600441E2,-9.650145769E-1,-1.826128006E0,-1.241778255E0
1.591651041E2,-8.475468755E-1,-1.719861984E0,-1.395001650E0
1.591701641E2,-7.168076038E-1,-1.615973949E0,-1.496674538E0
1.591752241E2,-6.012896895E-1,-1.442667961E0,-1.518389344E0
1.591802841E2,-5.125616193E-1,-1.271803856E0,-1.436352968E0
1.591853441E2,-4.933766723E-1,-1.105790138E0,-1.360537767E0
1.591904041E2,-5.674920082E-1,-9.350481033E-1,-1.281344056E0
1.591954641E2,-6.941478252E-1,-7.595949173E-1,-1.177024722E0
1.592005241E2,-8.807692528E-1,-5.340204239E-1,-1.080468416E0
1.592055841E2,-1.106060982E0,-3.301515579E-1,-1.010742784E0
1.592106441E2,-1.248145700E0,-1.814889908E-1,-9.577977061E-1
1.592157041E2,-1.341249347E0,5.563449860E-2,-7.902252674E-1
1.592207641E2,-1.435605288E0,3.355979919E-1,-5.267492533E-1
1.592258241E2,-1.538669467E0,6.295681000E-1,-2.790991664E-1
1.592308841E2,-1.593001366E0,8.704481125E-1,-4.156768322E-2
1.592359441E2,-1.586838126E0,1.106123924E0,8.566486835E-2
1.592410041E2,-1.567842960E0,1.334188461E0,3.038370013E-1
1.592460641E2,-1.507094502E0,1.595276833E0,5.485408306E-1
1.592511241E2,-1.426139951E0,1.841481209E0,8.103345633E-1
1.592561841E2,-1.209707260E0,2.132516861E0,1.130751014E0
1.592612441E2,-8.717923164E-1,2.291200638E0,1.263829589E0
1.592663041E2,-4.453005791E-1,2.446851730E0,1.362950802E0
1.592713641E2,-2.301049232E-2,2.606622696E0,1.416154146E0
1.592764241E2,3.336852193E-1,2.736981392E0,1.339663863E0
1.592814841E2,7.783932686E-1,2.871460915E0,1.224382281E0
1.592865441E2,1.158576012E0,2.943082809E0,1.031561375E0
1.592916041E2,1.470485449E0,2.963933945E0,6.956776381E-1
1.592966641E2,1.628340006E0,2.996376038E0,3.593465090E-1
1.593017241E2,1.567617893E0,3.018976212E0,-1.924836636E-2
1.593067841E2,1.578315973E0,3.043801308E0,-4.173772335E-1
1.593118441E2,1.521780014E0,3.044624329E0,-9.009891152E-1
1.593169041E2,1.213577509E0,3.014375687E0,-1.186081886E0
1.593219641E2,7.010420561E-1,2.972346306E0,-1.391007185E0
1.593270241E2,4.533368349E-2,2.949739456E0,-1.511159420E0
1.593320841E2,-5.664684772E-1,2.915552139E0,-1.630378246E0
1.593371441E2,-9.656490684E-1,2.893788338E0,-1.653096318E0
1.593422041E2,-1.332677960E0,2.824644089E0,-1.639119864E0
1.593472641E2,-1.586135864E0,2.796655655E0,-1.509217024E0
1.593523241E2,-1.869150877E0,2.819280624E0,-1.363707066E0
1.593573841E2,-2.389673710E0,2.827822685E0,-1.183131814E0
1.593624441E2,-2.851444006E0,2.877327919E0,-1.043536901E0
1.593675041E2,-3.159597397E0,2.953397751E0,-9.515600801E-1
1.593725641E2,-3.429919481E0,3.012976646E0,-8.736413717E-1
1.593776241E2,-3.608045816E0,3.053722382E0,-8.096396923E-1
1.593826841E2,-3.627463579E0,3.073307991E0,-7.740746737E-1
1.593877441E2,-3.675243616E0,3.107676506E0,-6.424504519E-1
1.593928041E2,-3.636822462E0,3.132908821E0,-3.046458960E-1
1.593978641E2,-3.438083649E0,3.139448166E0,2.178611755E-1
1.594029241E2,-3.023902655E0,3.086567879E0,8.374288082E-1
1.594079841E2,-2.324619293E0,3.012501717E0,1.583955765E0
1.594130441E2,-1.551869273E0,2.909905434E0,2.391447067E0
1.594181041E2,-9.961767197E-1,2.819309235E0,3.131515980E0
1.594231641E2,-5.799729228E-1,2.774060249E0,3.654238939E0
1.594282241E2,-1.739170551E-1,2.587454796E0,3.960076094E0
1.594332841E2,3.856985569E-1,2.362468719E0,4.283600330E0
1.594383441E2,8.435479403E-1,2.130221367E0,4.447154522E0
1.594434041E2,1.179138184E0,1.876346588E0,4.452573299E0
1.594484641E2,1.383625507E0,1.586591721E0,4.576145172E0
1.594535241E2,1.653419495E0,1.399747849E0,4.819992065E0
1.594585841E2,1.824079990E0,1.212706566E0,4.880225658E0
1.594636441E2,1.893761277E0,9.536600113E-1,4.826181412E0
1.594687041E2,1.929691553E0,6.418628693E-1,4.784315586E0
1.594737641E2,1.898912549E0,4.352302551E-1,4.773664474E0
1.594788241E2,1.779953957E0,1.852626801E-1,4.756215096E0
1.594838841E2,1.469852567E0,-6.017589569E-2,4.682294369E0
1.594889441E2,1.131441355E0,-2.891492844E-1,4.480562210E0
1.594940041E2,6.781569719E-1,-4.705514908E-1,4.103702545E0
1.594990641E2,1.883267164E-1,-6.593904495E-1,3.750642776E0
1.595041241E2,-1.663252711E-1,-9.153909683E-1,3.383062363E0
1.595091841E2,-4.557422698E-1,-1.106800079E0,3.082174301E0
1.595142441E2,-7.810865641E-1,-1.221628189E0,2.794945240E0
1.595193041E2,-1.166949153E0,-1.293387413E0,2.526144981E0
1.595243641E2,-1.525564313E0,-1.348338127E0,2.239605904E0
1.595294241E2,-1.759496212E0,-1.462989807E0,1.884931564E0
1.595344841E2,-2.006065845E0,-1.553409576E0,1.535775661E0
1.595395441E2,-2.168222904E0,-1.547733307E0,1.282464743E0
1.595446041E2,-2.210572243E0,-1.639835358E0,1.114974022E0
1.595496641E2,-2.174098253E0,-1.755403996E0,9.012505412E-1
1.595547241E2,-2.092502594E0,-1.781961441E0,6.985862255E-1
1.595597841E2,-1.944380999E0,-1.863159657E0,5.640529394E-1
1.595648441E2,-1.614978552E0,-2.073080540E0,6.383457184E-1
1.595699041E2,-1.316534042E0,-2.148500443E0,8.020531535E-1
1.595749641E2,-1.074517369E0,-2.240454674E0,8.741534352E-1
1.595800241E2,-7.735539675E-1,-2.284378529E0,9.005187750E-1
1.595850841E2,-5.737773776E-1,-2.297092915E0,8.955610394E-1
1.595901441E2,-3.027815521E-1,-2.371957779E0,9.216262102E-1
1.595952041E2,-9.658798575E-2,-2.410817146E0,8.948436379E-1
1.596002641E2,6.961137056E-3,-2.490270615E0,8.509095907E-1
1.596053241E2,4.899981618E-2,-2.598303795E0,7.800992131E-1
1.596103841E2,2.836227417E-3,-2.689392567E0,7.445316911E-1
1.596154441E2,-9.727001190E-3,-2.775508404E0,6.748046875E-1
1.596205041E2,-7.625937462E-3,-2.839903355E0,5.037871599E-1
1.596255641E2,-6.859004498E-4,-2.961536884E0,3.271588087E-1
1.596306241E2,-6.790253520E-2,-3.018308163E0,2.357092500E-1
1.596356841E2,-1.040938497E-1,-3.089210510E0,1.643391848E-1
1.596407441E2,-8.779793978E-2,-3.145509243E0,1.153424382E-1
1.596458041E2,-4.045727849E-2,-3.204024315E0,8.925372362E-2
1.596508641E2,-5.740436912E-2,-3.214540005E0,6.231153011E-2
1.596559241E2,-3.567844629E-2,-3.244108677E0,4.414629936E-2
1.596609841E2,-2.301326394E-2,-3.240084171E0,4.920834303E-2
1.596660441E2,-7.668393850E-2,-3.216850758E0,5.339390039E-2
1.596711041E2,-2.372255623E-1,-3.200763702E0,-2.908051014E-3
1.596761641E2,-4.165003896E-1,-3.213298798E0,-9.365665913E-2
1.596812241E2,-5.816421509E-1,-3.235215664E0,-1.451258659E-1
1.596862841E2,-7.214055061E-1,-3.252101421E0,-1.720151901E-1
1.596913441E2,-7.332082987E-1,-3.290254593E0,-1.745463014E-1
1.596964041E2,-7.633242607E-1,-3.335285187E0,-9.533697367E-2
1.597014641E2,-8.073626757E-1,-3.332155228E0,5.791783333E-3
1.597065241E2,-8.367050290E-1,-3.326418877E0,1.532093883E-1
1.597115841E2,-8.322927952E-1,-3.315723896E0,3.090107441E-1
1.597166441E2,-8.158709407E-1,-3.288168430E0,4.690105915E-1
1.597217041E2,-6.916717291E-1,-3.231873989E0,6.840643883E-1
1.597267641E2,-5.789334774E-1,-3.060863495E0,9.479323626E-1
1.597318241E2,-4.798098207E-1,-2.904593945E0,1.151520729E0
1.597368841E2,-2.669585347E-1,-2.722507954E0,1.317470431E0
1.597419441E2,-4.506930709E-2,-2.490805149E0,1.441650033E0
1.597470041E2,1.722719371E-1,-2.204869747E0,1.503283978E0
1.597520641E2,2.708020210E-1,-1.895954132E0,1.514958739E0
1.597571241E2,3.397799730E-1,-1.571287632E0,1.361984015E0
1.597621841E2,3.768928647E-1,-1.242775917E0,1.082198501E0
1.597672441E2,2.502396703E-1,-8.815507889E-1,7.892906666E-1
1.597723041E2,-7.613576949E-2,-5.425395966E-1,4.390726089E-1
1.597773641E2,-2.417390049E-1,-2.351121902E-1,1.092785597E-1
1.597824241E2,-3.693947792E-1,1.937484741E-2,-1.151732206E-1
1.597874841E2,-4.665064216E-1,2.354421616E-1,-2.808237672E-1
1.597925441E2,-5.217201114E-1,4.180107117E-1,-3.694557548E-1
1.597976041E2,-5.447190404E-1,6.245384216E-1,-3.477005363E-1
1.598026641E2,-5.713642836E-1,8.191061020E-1,-2.612289190E-1
1.598077241E2,-7.429114580E-1,1.032803535E0,-2.055623531E-1
1.598127841E2,-9.158179164E-1,1.246477127E0,-1.759775281E-1
1.598178441E2,-9.062041640E-1,1.424242020E0,-1.030243635E-1
1.598229041E2,-9.363530874E-1,1.635499954E0,6.271839142E-3
1.598304103E2,-9.402122498E-1,1.815770149E0,7.529526949E-2
1.598354881E2,-8.543027043E-1,2.029400826E0,2.022837400E-1
1.598405015E2,-6.263762116E-1,2.250140190E0,4.137672186E-1
1.598455762E2,-4.004023969E-1,2.456426620E0,6.239241958E-1
1.598506507E2,-1.208077520E-1,2.636256218E0,8.572179079E-1
1.598557254E2,2.938801348E-1,2.856592178E0,1.166881561E0
1.598607854E2,6.572147012E-1,3.105360031E0,1.438557029E0
1.598658454E2,9.506084919E-1,3.327412605E0,1.694498062E0
1.598709054E2,1.303568482E0,3.541866302E0,1.884997249E0
1.598759654E2,1.759391069E0,3.715185165E0,2.089438915E0
1.598810254E2,2.304217815E0,3.907155991E0,2.265200377E0
1.598860854E2,2.874370813E0,4.067405701E0,2.374635220E0
1.598911454E2,3.322459936E0,4.085840225E0,2.446764946E0
1.598962054E2,3.694726467E0,4.125274658E0,2.371749878E0
1.599012654E2,3.884526730E0,4.042067528E0,2.126061440E0
1.599063254E2,3.736928225E0,3.877069473E0,1.673677921E0
1.599113854E2,3.388425827E0,3.642450333E0,1.102591276E0
1.599164454E2,2.965399742E0,3.340844154E0,5.051897168E-1
1.599215054E2,2.555802822E0,2.960547447E0,-5.769664049E-2
1.599265654E2,2.115669727E0,2.609455109E0,-5.463648438E-1
1.599316254E2,1.615312576E0,2.297247887E0,-9.022417665E-1
1.599366854E2,1.135153055E0,1.971326828E0,-1.307916403E0
1.599417454E2,6.458598375E-1,1.684372902E0,-1.751581430E0
1.599468054E2,6.554439664E-2,1.469875336E0,-2.114042759E0
1.599518654E2,-5.130546689E-1,1.277557373E0,-2.472635746E0
1.599569254E2,-9.830765724E-1,1.119420052E0,-2.777931690E0
1.599619854E2,-1.390631676E0,9.284467697E-1,-2.846036911E0
1.599670454E2,-1.820454359E0,7.908000946E-1,-2.877837658E0
1.599721054E2,-2.170210838E0,7.518625259E-1,-2.707978010E0
1.599771654E2,-2.567782640E0,8.545560837E-1,-2.455521107E0
1.599822254E2,-2.992701054E0,1.038843155E0,-2.088034391E0
1.599872854E2,-3.089702606E0,1.220893860E0,-1.846493483E0
1.599923454E2,-2.826535940E0,1.348133087E0,-1.610844493E0
